paper_id,title,abstract,authors,year,doi,link,database,llm_summary,i1_hint,i2_hint,i3_hint,model,reviewer,decision,notes,timestamp
a2291dc0a2cab336,A Comprehensive Approach to Residual Value Analysis in the Luxury Automotive Market,"Global automotive markets have introduced new complexities, from the surge in powertrain diversity to evolving consumer purchasing habits. In the luxury car segment, residual value (RV), the car’s actual value at the end of ownership, is particularly significant. A high RV translates into lower overall ownership costs, as the car retains more of its value over time, which can boost demand as well as leasing margin. For this reason, the analysis of RV offers key insights for strategic decision-making. The present study leverages a large-scale global dataset spanning a 10-year period, capturing both internal vehicle features and three available external market conditions (CPI, unemployment rate, and 10-year bond yield). Our approach employs machine learning techniques, particularly CatBoost, achieving a mean absolute percentage error of around 5%, deemed highly acceptable within the industry. Moreover, a novel method to enhance the reliability and interpretability of RV estimations is proposed by quantifying depreciation thresholds and mitigating distortions related to sample composition via a “Standard Vehicle” concept. The approach has been validated by Ferrari S.p.A., the provider of the data, serving as a robust tool for automotive industry stakeholders.",A. Ghibellini; A. Scioletti; M. Coletto; L. Bononi; M. Gabbrielli,2025,10.1109/access.2025.3591765,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11091377,ieeexplore,"This study analyzes residual values in the luxury automotive market using a large global dataset and machine learning (CatBoost). It incorporates vehicle features and market conditions (CPI, unemployment, bond yield) to predict residual values with high accuracy (MAPE ~5%). A novel method using depreciation thresholds and a ""Standard Vehicle"" concept enhances reliability and interpretability. The approach was validated by Ferrari S.p.A.",True,False,True,gemini-2.5-flash-lite,Ulrik,N,,2025-10-13T15:21:46.569772
b5415c8117608d9f,A Discussion of Non-Gaussian Price Processes for Energy and Commodity Operations,"Energy sources and commodities exhibit high price risk. This risk is thus an important feature of operational models of the value chains for these goods. These models typically employ Gaussian-based representations of the evolution of this uncertainty. This approach facilitates the optimization of operational policies but is at odds with empirical facts about energy and commodity prices, which are better captured by non-Gaussian processes. We discuss this alternative modeling strategy, focusing on Lévy processes. As an illustration, we show that it substantially increases the optimal policy value in a simplified merchant natural gas storage setting. Further, we highlight potential implications of using this approach to formulate realistic energy and commodity operations models. Our work has broader relevance for modeling the dynamics of both other market variables and operational quantities, such as exchange rates and demand forecasts. The study of how the adoption of non-Gaussian processes may impact energy and commodity operations is an appealing area for future research. © 2021 Elsevier B.V., All rights reserved.","Gambaro, A.M.; Secomandi, N.",2021,10.1111/poms.13250,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096644292&doi=10.1111%2Fpoms.13250&partnerID=40&md5=5666d8014dd126fe7d35d4bc4040ac34,scopus,"This paper discusses the use of non-Gaussian processes, specifically Lévy processes, to model the price dynamics of energy and commodities, arguing that these are more empirically accurate than traditional Gaussian models. It illustrates the benefits with a natural gas storage example and suggests broader implications for operational models and forecasting.",False,False,True,gemini-2.5-flash-lite,Ulrik,N,,2025-10-13T15:21:56.331869
f9836cc4dd014711,A Gaussian Process of Yield Rates Calibrated with Strips,"This paper presents a Gaussian multivariate factor model of the term structure of interest rates. It shows that there exists a martingale valuation law of the factors so that the price function of a zero-coupon bond is an exponential spline. The model’s linear and Gaussian structure yields a simple model where estimation and calibration are relatively easy to do. Using yield data on stripped bonds, the spline model gives a very good approximation of the yield curve at all times. Moreover, the crucial Gaussian assumption is reasonable when modeling the dynamics for short periods like one year. © 2001 Taylor & Francis Group, LLC. © 2017 Elsevier B.V., All rights reserved.","Carrière, J.F.",2001,10.1080/10920277.2001.10595995,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011238970&doi=10.1080%2F10920277.2001.10595995&partnerID=40&md5=b9fd767ad96ca600385575d9c079e5fb,scopus,"This paper introduces a Gaussian multivariate factor model for interest rate term structures, where bond prices are represented by exponential splines. The model's linear and Gaussian properties facilitate straightforward estimation and calibration. Empirical results using stripped bond yield data demonstrate the spline model's effectiveness in approximating yield curves, with the Gaussian assumption being valid for short-term dynamics.",True,True,False,gemini-2.5-flash-lite,Ulrik,M,,2025-10-13T15:23:20.675356
fd4f0e95b6a42d4c,A Machine Learning Approach to Forecast Economic Recessions-An Italian Case Study,"In economic activity, recessions represent a period of failure in Gross Domestic Product (GDP) and usually are presented as episodic and non-linear. For this reason, they are difficult to predict and appear as one of the main problems in macroeconomics forecasts. A classic example turns out to be the great recession that occurred between 2008 and 2009 that was not predicted. In this paper, the goal is to give a different, although complementary, approach concerning the classical econometric techniques, and to show how Machine Learning (ML) techniques may improve short-term forecasting accuracy. As a case study, we use Italian data on GDP and a few related variables. In particular, we evaluate the goodness of fit of the forecasting proposed model in a case study of the Italian GDP. The algorithm is trained on Italian macroeconomic variables over the period 1995:Q1-2019:Q2. We also compare the results using the same dataset through Classic Linear Regression Model. As a result, both statistical and ML approaches are able to predict economic downturns but higher accuracy is obtained using Nonlinear Autoregressive with exogenous variables (NARX) model.","Cicceri, Giovanni; Inserra, Giuseppe; Limosani, Michele",2020,10.3390/math8020241,,wos,"This paper presents a Machine Learning (ML) approach, specifically a Nonlinear Autoregressive with exogenous variables (NARX) model, to forecast economic recessions using Italian GDP data. The ML model is trained on macroeconomic variables from 1995:Q1-2019:Q2 and compared against a Classic Linear Regression Model. The study concludes that while both methods can predict downturns, the NARX model achieves higher accuracy.",True,False,True,gemini-2.5-flash-lite,Ulrik,N,,2025-10-13T15:23:39.299413
1f7924612848e55b,A Machine-Learning-Based Approach for Natural Gas Futures Curve Modeling,"This work studies the term structure dynamics in the natural gas futures market, focusing on the Dutch Title Transfer Facility (TTF) daily futures prices. At first, using the whole dataset, we compared the in-sample fitting performance of three models: the four-factor dynamic Nelson–Siegel–Svensson (4F-DNSS) model, the five-factor dynamic De Rezende–Ferreira (5F-DRF) model, and the B-spline model. Our findings suggest that B-spline is the method that achieves the best in-line fitting results. Then, we turned our attention to forecasting, using data from 20 January 2011 to 13 May 2022 as the training set and the remaining data, from 16 May to 13 June 2022, for day-ahead predictions. In this second part of the work we combined the above mentioned models (4F-DNSS, 5F-DRF and B-spline) with a Nonlinear Autoregressive Neural Network (NAR-NN), asking the NAR-NN to provide parameter tuning. All the models provided accurate out-of-sample prediction; nevertheless, based on extensive statistical tests, we conclude that, as in the previous case, B-spline (combined with an NAR-NN) ensured the best out-of-sample prediction.",,2023,10.3390/en16124746,,proquest,"This study compares the performance of three models (4F-DNSS, 5F-DRF, and B-spline) for modeling the term structure of natural gas futures prices, specifically the TTF. The B-spline model demonstrated superior in-sample fitting. For day-ahead predictions, the B-spline model, when combined with a Nonlinear Autoregressive Neural Network (NAR-NN) for parameter tuning, achieved the best out-of-sample prediction accuracy.",True,False,True,gemini-2.5-flash-lite,Ulrik,N,,2025-10-13T15:23:45.359222
99d0e8a05fcc941c,A Markov regime-switching model for the semiconductor industry cycles,"Because of the huge fluctuation in the semiconductor business, it has been a challenging work for the industry researchers to predict the turning points of the semiconductor industry cycles. To catch the cyclical behavior of the semiconductor business, we propose a Markov Regime-Switching model with two regimes representing expansion and contraction. The simple nonlinear, two states, regime-switching model shows a successful in-sample prediction on the contraction of semiconductor industry sales during the period of 1990:01-2003:08. (c) 2006 Elsevier B.V. All rights reserved.","Liu, Wen-Hsien; Chyi, Yih-Luan",2006,10.1016/j.econmod.2006.02.007,,wos,This paper proposes a Markov regime-switching model with two states (expansion and contraction) to predict turning points in the semiconductor industry cycles. The model successfully predicted the contraction in sales from 1990 to 2003.,True,False,True,gemini-2.5-flash-lite,Ulrik,N,,2025-10-13T15:23:56.375179
d476fa9fc94bed8b,A New Linear Estimator for Gaussian Dynamic Term Structure Models,"This article proposes a novel regression-based approach to the estimation of Gaussian dynamic term structure models. This new estimator is an asymptotic least-square estimator defined by the no-arbitrage conditions upon which these models are built. Further, we note that our estimator remains easy-to-compute and asymptotically efficient in a variety of situations in which other recently proposed approaches might lose their tractability. We provide an empirical application in the context of the Canadian bond market.","de los Rios, Antonio Diez",2015,10.1080/07350015.2014.948176,,wos,"This paper introduces a new regression-based estimator for Gaussian dynamic term structure models, which is asymptotically efficient and easy to compute. It is applied to the Canadian bond market.",False,True,False,gemini-2.5-flash-lite,Ulrik,N,,2025-10-13T15:24:07.919127
e87df0ce8abe00f6,A Novel Particle Swarm Optimizer and Its Application to the Yield Curve Estimation Problem,"Particle swarm optimization (PSO) has been considered as one of the main swarm intelligence algorithms for solving single-objective optimization problem. How to update the velocities and positions of a swarm of particles is key to its optimization performance. In this paper, we propose to use the moving average of the local best positions visited so far as a key information to update the velocities and positions. Further, a central learning strategy is proposed in which the center of the local best positions is computed and used to update the global best position. Combining these two strategies with the updating formulas which are inspired by the free electron model in metal conductors placed in an external electric field, we name the proposed PSO algorithm as PSO with moving average and central learning strategies (dubbed as MAPSO). We test the performance of MAPSO on the CEC 2017 test problems with 10 and 30 dimensions. Experimental results show that MAPSO significantly outperforms some well-known PSOs in general. We then apply MAPSO on a very challenging real-world problem, i.e. the yield curve estimation problem, in macroeconomics. Our experimental study on the yield curve estimation problem with Shanghai interbank offered rates shows that MAPSO can effectively solve the problem and achieve the state-of-the-art performance.",J. Zhang; B. Shi,2022,10.1109/access.2022.3220792,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9943541,ieeexplore,"This paper introduces a novel Particle Swarm Optimization (PSO) algorithm called MAPSO, which incorporates moving average and central learning strategies inspired by the free electron model. MAPSO demonstrates superior performance on benchmark test problems and is effectively applied to the yield curve estimation problem using Shanghai interbank offered rates, achieving state-of-the-art results.",True,True,False,gemini-2.5-flash-lite,Ulrik,M,,2025-10-13T15:24:23.240418
f2a47be779f44ec8,A Public Administration Moment: Forging an Agenda for Financial Regulatory Reform,"The numbers are staggering. As the financial crisis deepens, American financial companies will lose an estimated $3.6 trillion in non-performing loans and lost asset value (Lohr 2009). Nationally, home prices have fallen more than 18% from peak levels -- as much as 40% in some states -- and in 2008, lenders initiated more than 2.25 million home foreclosures (Duke 2009). The biggest financial crisis since the Great Depression, as the Treasury Department describes it, is a crisis of confidence, of capital, of credit, and of consumer and business demand. Just as staggering, however, is the lack of attention given to the government administrative capacities that failed going into the crisis, and that require fervent attention as they grope toward a reengineered financial system and regulatory structure. Public administration scholars and practitioners play a vital role in forging the future of finance.",,2009,10.1111/j.1540-6210.2009.02008.x,,proquest,This article discusses the failure of government administrative capacities during the financial crisis and emphasizes the role of public administration scholars and practitioners in reengineering the financial system and regulatory structure. It highlights the significant financial losses and foreclosures resulting from the crisis.,False,False,False,gemini-2.5-flash-lite,Ulrik,N,,2025-10-13T15:24:27.027622
868c96ac24ae4368,"A Public, Open, and Independently-Curated Database of Happiness Coefficients","We present a nascent database of happiness coefficients. This is a synthesis of evidence on the size of improvements to human life experience that can be expected from changing objective, policy-amenable circumstances. The wealth of data on people’s self-reported satisfaction with life in a wide variety of circumstances, from around the world, including respondents undergoing a diversity of changes and life events and subject to a variety of public policies and policy changes, has provided a rich base of knowledge about what makes life good. This growing research literature has in recent years been met with interest from central governments looking for accountable but more human-centred approaches to measuring progress, as well as for communicating objectives, making policy, and allocating resources. Meanwhile, frameworks for benefit-cost accounting using inference from life satisfaction data have been devised. In some cases central government finance departments and treasuries are incorporating this approach into their formal methodology for budgeting. The body of causal inference about these effects is still somewhat diffuse. Collating, reviewing, and synthesizing such evidence should be led initially by academia and ultimately by a broad academic, civil society, and government collaboration. We report on the assembly of a database of summary estimates for Canada, supplemented where needed by evidence from around the world. The categorized domains of individual experience and circumstances include Education, Environment, Work, Finances, Health, Social Capital, and Crime. The paper also explains the context for and limitations of the use of a database of happiness coefficients.",,2023,10.1007/s10902-023-00652-4,,proquest,"This paper introduces a public, open, and independently curated database of happiness coefficients, which quantify the impact of policy-amenable circumstances on life experience. It synthesizes evidence from global data on life satisfaction, relevant for governments seeking human-centered progress measures and resource allocation. The database covers domains like Education, Environment, Work, Finances, Health, Social Capital, and Crime, with a focus on Canada. The paper also discusses the context and limitations of using such coefficients.",False,False,False,gemini-2.5-flash-lite,Ulrik,N,,2025-10-13T15:24:29.550194
